ARQUIVO,PARTIDO,FUSAO_MENCIONA,FUSAO_INSTANCIA,FUSAO_QUORUM,FUSAO_MAJ,FUSAO_VOTO,FUSAO_CRIA,FUSAO_REJEITA,INCORPORACAO_MENCIONA,INCORPORACAO_INSTANCIA,INCORPORACAO_QUORUM,INCORPORACAO_MAJ,INCORPORACAO_VOTO,INCORPORACAO_CRIA,INCORPORACAO_REJEITA,DISSOLUCAO_MENCIONA,DISSOLUCAO_INSTANCIA,DISSOLUCAO_QUORUM,DISSOLUCAO_MAJ,DISSOLUCAO_VOTO,DISSOLUCAO_CRIA,DISSOLUCAO_REJEITA,ESTATUTO_MENCIONA,ESTATUTO_INSTANCIA,ESTATUTO_QUORUM,ESTATUTO_MAJ,ESTATUTO_VOTO,ESTATUTO_CRIA,ESTATUTO_REJEITA,FEDERACAO_MENCIONA,FEDERACAO_INSTANCIA,FEDERACAO_MAJ,FEDERACAO_VOTO,FEDERACAO_CRIA,FEDERACAO_REJEITA,ID
tse-estatuto-partido-de-11-4-2013-aprovado-em-1o-8-2013,PP,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA SIMPLES,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,97
tse-estatuto-partido-de-14-4-2015-aprovado-em-1o-10-2015,PP,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA SIMPLES,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,98
tse-estatuto-partido-de-6-4-2017-aprovado-em-6-3-2018-1554143050207,PP,1,CONVENÇÃO NACIONAL,QUORUM 30%,MAIORIA SIMPLES,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,QUORUM 30%,MAIORIA ABSOLUTA,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,QUORUM 30%,MAIORIA ABSOLUTA,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,QUORUM 30%,MAIORIA ABSOLUTA,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,99
tse-estatuto-partido-de-5-12-2017-aprovado-em-11-9-2018-1554142958401,PP,1,CONVENÇÃO NACIONAL,QUORUM 30%,MAIORIA SIMPLES,"SECRETO OU ACLAMAÇÃO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,QUORUM 30%,MAIORIA SIMPLES,"SECRETO OU ACLAMAÇÃO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,QUORUM 30%,MAIORIA SIMPLES,"SECRETO OU ACLAMAÇÃO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,COMISSÃO EXECUTIVA NACIONAL,QUORUM 30%,MAIORIA ABSOLUTA,"SECRETO OU ACLAMAÇÃO, CUMULATIVO, SEM PROCURAÇÃO",COMISSÃO EXECUTIVA NACIONAL,COMISSÃO EXECUTIVA NACIONAL,0,NA,NA,NA,NA,NA,100
tse-estatuto-partido-pp-de-25-4-2019-aprovado-em-26-9-2019,PP,1,CONVENÇÃO NACIONAL,QUORUM 30%,MAIORIA SIMPLES,"SECRETO OU ACLAMAÇÃO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,QUORUM 30%,MAIORIA SIMPLES,"SECRETO OU ACLAMAÇÃO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,QUORUM 30%,MAIORIA SIMPLES,"SECRETO OU ACLAMAÇÃO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,COMISSÃO EXECUTIVA NACIONAL,QUORUM 30%,MAIORIA ABSOLUTA,"SECRETO OU ACLAMAÇÃO, CUMULATIVO, SEM PROCURAÇÃO",COMISSÃO EXECUTIVA NACIONAL,COMISSÃO EXECUTIVA NACIONAL,0,NA,NA,NA,NA,NA,101
estatuto-do-partido-progressista-aprovado-em-agosto-2021,PP,1,CONVENÇÃO NACIONAL,QUORUM 30%,MAIORIA SIMPLES,"SECRETO OU ACLAMAÇÃO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,QUORUM 30%,MAIORIA SIMPLES,"SECRETO OU ACLAMAÇÃO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,QUORUM 30%,MAIORIA SIMPLES,"SECRETO OU ACLAMAÇÃO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,COMISSÃO EXECUTIVA NACIONAL,QUORUM 30%,MAIORIA ABSOLUTA,"SECRETO OU ACLAMAÇÃO, CUMULATIVO, SEM PROCURAÇÃO",COMISSÃO EXECUTIVA NACIONAL,COMISSÃO EXECUTIVA NACIONAL,0,NA,NA,NA,NA,NA,102
tse-estatuto-pros-de-20-10-2010-deferido-em-24-9-2013,PROS,1,CONVENÇÃO NACIONAL,SEM QUORUM,2/3 ABSOLUTO,"SECRETO, CUMULATIVO, PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,2/3 ABSOLUTO,"SECRETO, CUMULATIVO, PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,2/3 ABSOLUTO,"SECRETO, CUMULATIVO, PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL ESPECIAL,SEM QUORUM,2/3 ABSOLUTO,"SECRETO, CUMULATIVO, PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,103
tse-estatuto-do-partido-pros-aprovado-em-21-5-2015,PROS,1,CONVENÇÃO NACIONAL,SEM QUORUM,2/3 ABSOLUTO,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,2/3 ABSOLUTO,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,2/3 ABSOLUTO,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL ESPECIAL,MAIORIA ABSOLUTA,2/3 ABSOLUTO,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,104
estatuto-do-partido-renovador-trabalhista.1995,PRTB,1,CONVENÇÃO NACIONAL,QUORUM MAIORIA,MAIORIA SIMPLES,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,QUORUM MAIORIA,MAIORIA SIMPLES,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,2/3 ABSOLUTO + MAIORIA ABSOLUTA ASSINATURAS FUNDADORES,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL ESPECIAL,QUORUM MAIORIA,MAIORIA SIMPLES,"SECRETO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,105
estatuto-do-partido-renovador-trabalhista.2004,PRTB,1,CONVENÇÃO NACIONAL,QUORUM MAIORIA,1/5 ASSINATURAS FUNDADORES VIVOS,"SEM INFORMAÇÃO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,QUORUM MAIORIA,1/5 ASSINATURAS FUNDADORES VIVOS,"SEM INFORMAÇÃO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL ESPECIAL,SEM QUORUM,2/3 ABSOLUTO + 2/3 ASSINATURAS FUNDADORES VIVOS,"SEM INFORMAÇÃO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,QUORUM MAIORIA,MAIORIA SIMPLES,"SEM INFORMAÇÃO, CUMULATIVO, SEM PROCURAÇÃO",COMISSÃO EXECUTIVA NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,106
tse-estatuto-prtb-aprovado-em-25-11-2017-deferido-tse-em-28-06-2018-1534199020704,PRTB,1,CONVENÇÃO NACIONAL,QUORUM MAIORIA,1/5 ASSINATURAS FUNDADORES VIVOS,"SEM INFORMAÇÃO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,QUORUM MAIORIA,1/5 ASSINATURAS FUNDADORES VIVOS,"SEM INFORMAÇÃO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL ESPECIAL,SEM QUORUM,2/3 ABSOLUTO + 2/3 ASSINATURAS FUNDADORES VIVOS,"SEM INFORMAÇÃO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,QUORUM MAIORIA,MAIORIA SIMPLES,"SEM INFORMAÇÃO, CUMULATIVO, SEM PROCURAÇÃO",COMISSÃO EXECUTIVA NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,107
tse-estatuto-do-partido-de-25-4-1996-resolucao-tse.1996,PSB,1,CONVENÇÃO NACIONAL ESPECIAL,SEM QUORUM,2/3 ABSOLUTO,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL ESPECIAL,SEM QUORUM,2/3 ABSOLUTO,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL ESPECIAL,SEM QUORUM,2/3 ABSOLUTO,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL ESPECIAL,SEM QUORUM,MAIORIA ABSOLUTA,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,108
tse-estatuto-do-partido-de-20-8-2005-resolucao-tse.2006,PSB,1,CONVENÇÃO NACIONAL ESPECIAL,SEM QUORUM,2/3 ABSOLUTO,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL ESPECIAL,SEM QUORUM,2/3 ABSOLUTO,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL ESPECIAL,SEM QUORUM,2/3 ABSOLUTO,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL ESPECIAL,SEM QUORUM,MAIORIA ABSOLUTA,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,109
tse-estatuto-do-partido-psb-de-6-6-2008-resolucao-tse-no-23-118-dj-de-21-9-2009,PSB,1,CONVENÇÃO NACIONAL ESPECIAL,SEM QUORUM,2/3 ABSOLUTO,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL ESPECIAL,SEM QUORUM,2/3 ABSOLUTO,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL ESPECIAL,SEM QUORUM,2/3 ABSOLUTO,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL ESPECIAL,SEM QUORUM,MAIORIA ABSOLUTA,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,110
tse-estatuto-psb-de-02-12-2011-deferido-em-28-5-2013,PSB,1,CONVENÇÃO NACIONAL ESPECIAL,SEM QUORUM,2/3 ABSOLUTO,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL ESPECIAL,SEM QUORUM,2/3 ABSOLUTO,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL ESPECIAL,SEM QUORUM,2/3 ABSOLUTO,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL ESPECIAL,SEM QUORUM,MAIORIA ABSOLUTA,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,111
tse-estatuto-do-partido-psc-de-11-3-1998-resolucao.1998,PSC,1,PROIBIDO FUSÃO,SEM QUORUM,PROIBIDO FUSÃO,PROIBIDO FUSÃO,PROIBIDO FUSÃO,PROIBIDO FUSÃO,1,COMISSÃO EXECUTIVA NACIONAL OU CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SEM INFORMAÇÃO, CUMULATIVO, SEM PROCURAÇÃO",COMISSÃO EXECUTIVA NACIONAL,"COMISSÃO EXECUTIVA NACIONAL, CONVENÇÃO NACIONAL",1,NA,NA,NA,NA,NA,NA,1,COMISSÃO EXECUTIVA NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SEM INFORMAÇÃO, CUMULATIVO, SEM PROCURAÇÃO",COMISSÃO EXECUTIVA NACIONAL,COMISSÃO EXECUTIVA NACIONAL,0,NA,NA,NA,NA,NA,112
tse-estatuto-do-partido-psc-de-24-9-2003-resolucao.2003,PSC,1,PROIBIDO FUSÃO,SEM QUORUM,PROIBIDO FUSÃO,PROIBIDO FUSÃO,PROIBIDO FUSÃO,PROIBIDO FUSÃO,1,COMISSÃO EXECUTIVA NACIONAL OU CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SEM INFORMAÇÃO, CUMULATIVO, SEM PROCURAÇÃO",COMISSÃO EXECUTIVA NACIONAL,"COMISSÃO EXECUTIVA NACIONAL, CONVENÇÃO NACIONAL",1,NA,NA,NA,NA,NA,NA,1,COMISSÃO EXECUTIVA NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SEM INFORMAÇÃO, CUMULATIVO, SEM PROCURAÇÃO",COMISSÃO EXECUTIVA NACIONAL,COMISSÃO EXECUTIVA NACIONAL,0,NA,NA,NA,NA,NA,113
tse-estatuto-do-partido-psc-de-26-2-2007-resolucao.2007,PSC,1,PROIBIDO FUSÃO,SEM QUORUM,PROIBIDO FUSÃO,PROIBIDO FUSÃO,PROIBIDO FUSÃO,PROIBIDO FUSÃO,1,COMISSÃO EXECUTIVA NACIONAL OU CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SEM INFORMAÇÃO, CUMULATIVO, SEM PROCURAÇÃO",COMISSÃO EXECUTIVA NACIONAL,"COMISSÃO EXECUTIVA NACIONAL, CONVENÇÃO NACIONAL",1,NA,NA,NA,NA,NA,NA,1,COMISSÃO EXECUTIVA NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"SEM INFORMAÇÃO, CUMULATIVO, SEM PROCURAÇÃO",COMISSÃO EXECUTIVA NACIONAL,COMISSÃO EXECUTIVA NACIONAL,0,NA,NA,NA,NA,NA,114
tse-estatuto-do-partido-psc-de-1o-10-2007.2007,PSC,1,PROIBIDO FUSÃO,SEM QUORUM,PROIBIDO FUSÃO,PROIBIDO FUSÃO,PROIBIDO FUSÃO,PROIBIDO FUSÃO,1,CONVENÇÃO NACIONAL,QUORUM MAIORIA,2/3 SIMPLES,"SEM INFORMAÇÃO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,2/3 ABSOLUTO,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,"COMISSÃO EXECUTIVA NACIONAL, CONVENÇÃO NACIONAL",SEM QUORUM,2/3 ABSOLUTO,"SEM INFORMAÇÃO, SEM INFORMAÇÃO, SEM INFORMAÇÃO","COMISSÃO EXECUTIVA NACIONAL, CONVENÇÃO NACIONAL","COMISSÃO EXECUTIVA NACIONAL, CONVENÇÃO NACIONAL",0,NA,NA,NA,NA,NA,115
tse-estatuto-do-partido-psc-de-7-6-2017-aprovado-em-15-5-2018-1542125746040,PSC,1,CONVENÇÃO NACIONAL,QUORUM MAIORIA,2/3 SIMPLES,"SECRETO OU DECLARAÇÃO, NÃO CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,2/3 SIMPLES,"SECRETO OU DECLARAÇÃO, NÃO CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,2/3 ABSOLUTO,"SECRETO OU DECLARAÇÃO, NÃO CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,"COMISSÃO EXECUTIVA NACIONAL, CONVENÇÃO NACIONAL",SEM QUORUM,2/3 ABSOLUTO,"SECRETO OU DECLARAÇÃO, NÃO CUMULATIVO, SEM PROCURAÇÃO","COMISSÃO EXECUTIVA NACIONAL, CONVENÇÃO NACIONAL","COMISSÃO EXECUTIVA NACIONAL, CONVENÇÃO NACIONAL",0,NA,NA,NA,NA,NA,116
estatuto-do-partido-de-7-6-2018,PSC,1,CONVENÇÃO NACIONAL,QUORUM MAIORIA,2/3 SIMPLES,"SECRETO OU DECLARAÇÃO, NÃO CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,QUORUM MAIORIA,2/3 SIMPLES,"SECRETO OU DECLARAÇÃO, NÃO CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,2/3 ABSOLUTO,"SECRETO OU DECLARAÇÃO, NÃO CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,"COMISSÃO EXECUTIVA NACIONAL, CONVENÇÃO NACIONAL",SEM QUORUM,2/3 ABSOLUTO,"SECRETO OU DECLARAÇÃO, NÃO CUMULATIVO, SEM PROCURAÇÃO","COMISSÃO EXECUTIVA NACIONAL, CONVENÇÃO NACIONAL","COMISSÃO EXECUTIVA NACIONAL, CONVENÇÃO NACIONAL",0,NA,NA,NA,NA,NA,117
tse-estatuto-psd,PSD,1,CONVENÇÃO NACIONAL,QUORUM 20%,MAIORIA SIMPLES,"SECRETO OU ACLAMAÇÃO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,QUORUM 20%,MAIORIA SIMPLES,"SECRETO OU ACLAMAÇÃO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,QUORUM 20%,MAIORIA SIMPLES,"SECRETO OU ACLAMAÇÃO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL ESPECIAL,QUORUM 20%,MAIORIA SIMPLES,"SECRETO OU ACLAMAÇÃO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,118
tse-estatuto-do-psd-deferido-em-6-maio-2014,PSD,1,CONVENÇÃO NACIONAL,QUORUM 20%,MAIORIA SIMPLES,"SECRETO OU ACLAMAÇÃO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,QUORUM 20%,MAIORIA SIMPLES,"SECRETO OU ACLAMAÇÃO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,QUORUM 20%,MAIORIA SIMPLES,"SECRETO OU ACLAMAÇÃO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL ESPECIAL,QUORUM 20%,MAIORIA SIMPLES,"SECRETO OU ACLAMAÇÃO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,119
tse-estatuto-do-psd-de-12-12-2015-deferido-em-7-6-2016,PSD,1,CONVENÇÃO NACIONAL,QUORUM 20%,MAIORIA SIMPLES,"SECRETO OU ACLAMAÇÃO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,QUORUM 20%,MAIORIA SIMPLES,"SECRETO OU ACLAMAÇÃO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,QUORUM 20%,MAIORIA SIMPLES,"SECRETO OU ACLAMAÇÃO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL ESPECIAL,QUORUM 20%,MAIORIA SIMPLES,"SECRETO OU ACLAMAÇÃO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,120
tse-estatuto-do-psd-deferido-em-20-fevereiro-2018,PSD,1,CONVENÇÃO NACIONAL,QUORUM 20%,MAIORIA SIMPLES,"SECRETO OU ACLAMAÇÃO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,QUORUM 20%,MAIORIA SIMPLES,"SECRETO OU ACLAMAÇÃO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,QUORUM 20%,MAIORIA SIMPLES,"SECRETO OU ACLAMAÇÃO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL ESPECIAL,QUORUM 20%,MAIORIA SIMPLES,"SECRETO OU ACLAMAÇÃO, CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,121
estatuto-do-partido-15-05-1999-resolucao-tse-no-20.1999,PSDB,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"ABERTO, NÃO CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"ABERTO, NÃO CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"ABERTO, NÃO CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,1,CONVENÇÃO NACIONAL,SEM QUORUM,MAIORIA ABSOLUTA,"ABERTO, NÃO CUMULATIVO, SEM PROCURAÇÃO",CONVENÇÃO NACIONAL,CONVENÇÃO NACIONAL,0,NA,NA,NA,NA,NA,122
